ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_Years,Country,Dose
"March 21, 2021",115585,51497,135500,23233,26852,Finland,First
"March 28, 2021",177281,60043,155522,26388,29843,Finland,First
"April 04, 2021",222229,71796,181393,30423,33550,Finland,First
"April 11, 2021",230661,87462,212099,35881,38426,Finland,First
"April 18, 2021",238623,105171,241583,41313,43065,Finland,First
"April 25, 2021",246926,125886,269632,46352,47476,Finland,First
"May 02, 2021",258492,153021,304912,50932,53014,Finland,First
"May 09, 2021",274262,190397,349021,55875,59310,Finland,First
"May 16, 2021",287790,243515,422433,61209,65660,Finland,First
"May 23, 2021",294478,275185,510682,65876,69825,Finland,First
"May 30, 2021",299803,299782,689178,76212,77099,Finland,First
"June 06, 2021",302307,309526,866497,95771,88058,Finland,First
"June 13, 2021",303459,313500,997082,124612,101519,Finland,First
"June 20, 2021",303920,315934,1095919,169483,118797,Finland,First
"June 27, 2021",304498,318508,1176360,237530,148256,Finland,First
"July 04, 2021",305316,321127,1223265,315393,185006,Finland,First
"July 11, 2021",306241,324790,1255052,415703,254196,Finland,First
"July 18, 2021",306887,329653,1286303,485001,345040,Finland,First
"July 25, 2021",307299,333977,1320394,526177,456540,Finland,First
"August 01, 2021",307643,337899,1353150,553554,596528,Finland,First
"August 08, 2021",307780,339560,1368037,566382,734273,Finland,First
"August 15, 2021",307868,340099,1372442,570012,857969,Finland,First
"August 22, 2021",307905,340290,1374112,571927,963653,Finland,First
"August 29, 2021",307967,341104,1382461,583392,1069325,Finland,First
"September 05, 2021",308021,341909,1391357,597930,1168349,Finland,First
"September 12, 2021",308052,342575,1397008,609014,1261575,Finland,First
"September 19, 2021",308074,343147,1402161,616424,1342844,Finland,First
"September 26, 2021",308091,343916,1407946,621094,1409745,Finland,First
"October 03, 2021",308113,344396,1411516,623331,1442818,Finland,First
"October 10, 2021",308142,344987,1415262,625484,1458568,Finland,First
"October 17, 2021",308204,346318,1423853,630688,1485120,Finland,First
"October 24, 2021",308289,348181,1438547,639342,1513017,Finland,First
"October 31, 2021",308320,349535,1455084,647590,1527526,Finland,First
"November 07, 2021",308326,350088,1463743,650973,1530494,Finland,First
"November 14, 2021",308327,350278,1467441,652291,1531086,Finland,First
"November 21, 2021",308327,350282,1467462,652306,1531113,Finland,First
"November 28, 2021",308327,350282,1467462,652306,1531113,Finland,First
"December 05, 2021",308327,350282,1467462,652306,1531113,Finland,First
"December 06, 2020",4709,4822,18394,4769,7094,France,First
"December 13, 2020",26719,19788,75558,19832,28836,France,First
"December 20, 2020",55998,39806,146439,37263,52221,France,First
"December 27, 2020",82677,59502,215350,53228,74209,France,First
"January 03, 2021",105254,76024,270945,65806,90513,France,First
"January 10, 2021",133966,94974,328543,78822,105595,France,First
"January 17, 2021",166992,117952,395437,93762,123599,France,First
"January 24, 2021",200054,145534,477007,112201,145433,France,First
"January 31, 2021",241418,177038,569555,133010,170916,France,First
"February 07, 2021",293439,208330,666916,154800,197393,France,First
"February 14, 2021",364480,241138,768619,177707,226159,France,First
"February 21, 2021",449197,274154,865938,201035,258512,France,First
"February 28, 2021",558822,325523,1026195,239708,303033,France,First
"March 07, 2021",669978,391123,1227802,288835,358754,France,First
"March 14, 2021",855930,484289,1512340,360815,433831,France,First
"March 21, 2021",1069094,594430,1859495,452512,527447,France,First
"March 28, 2021",1293926,743962,2338678,581029,651242,France,First
"April 04, 2021",1568313,964795,3028261,766215,820423,France,First
"April 11, 2021",1958570,1283996,3971757,1018191,1035609,France,First
"April 18, 2021",2360621,1714416,5191995,1326604,1280571,France,First
"April 25, 2021",2690942,2109640,6301021,1603390,1500203,France,First
"May 02, 2021",2955649,2392131,7103009,1806501,1667521,France,First
"May 09, 2021",3169896,2572024,7638287,1960875,1812635,France,First
"May 16, 2021",3400945,2752975,8136687,2099207,1945008,France,First
"May 23, 2021",3642585,2960069,8713293,2249876,2085337,France,First
"May 30, 2021",3915512,3227280,9562936,2458665,2269998,France,First
"June 06, 2021",3944123,3615704,10852505,2771491,2523526,France,First
"June 13, 2021",3958856,4011079,12279877,3168389,2828003,France,First
"June 20, 2021",3968403,4305888,13511493,3651842,3156316,France,First
"June 27, 2021",3975564,4582086,14834020,4357962,3636715,France,First
"July 04, 2021",3980680,4752266,15855973,5100438,4199645,France,First
"July 11, 2021",3982390,4817826,16493254,5604114,5013509,France,First
"July 18, 2021",3983205,4849092,16780429,6007610,6075107,France,First
"July 25, 2021",3983923,4871991,16969554,6322135,7098427,France,First
"August 01, 2021",3984602,4899389,17177246,6637057,8297656,France,First
"August 08, 2021",3985303,4926250,17374939,6859691,9398785,France,First
"August 15, 2021",3985845,4950202,17560828,7051390,10526142,France,First
"August 22, 2021",3986313,4965137,17692001,7238332,11820304,France,First
"August 29, 2021",3986659,4974134,17775246,7332760,12694191,France,First
"September 05, 2021",3987116,4990783,17907812,7516542,13646963,France,First
"September 12, 2021",3987483,5004358,18010166,7689088,14331396,France,First
"September 19, 2021",3987693,5014218,18079343,7772875,14589650,France,First
"September 26, 2021",3987835,5022815,18147428,7801699,14777512,France,First
"October 03, 2021",3987981,5028881,18209023,7832122,15054868,France,First
"October 10, 2021",3988116,5030747,18234306,7857748,15376018,France,First
"October 17, 2021",3988292,5033235,18273184,7902777,15824676,France,First
"October 24, 2021",3988415,5036735,18336535,7989074,16351136,France,First
"October 31, 2021",3988497,5039491,18397938,8103747,16520705,France,First
"November 07, 2021",3988526,5040147,18412459,8142715,16568859,France,First
"November 14, 2021",3988546,5040220,18413240,8143232,16570505,France,First
"November 21, 2021",3988546,5040220,18413240,8143232,16570505,France,First
"November 28, 2021",3988546,5040220,18413240,8143232,16570505,France,First
"December 05, 2021",3988546,5040220,18413240,8143232,16570505,France,First
"December 06, 2020",3260,2244,8939,3359,10246,Greece,First
"December 13, 2020",16616,11553,45939,16369,51742,Greece,First
"December 20, 2020",31212,22276,87511,29435,69668,Greece,First
"December 27, 2020",45288,32909,129027,41848,84467,Greece,First
"January 03, 2021",56201,41209,165093,52135,95206,Greece,First
"January 10, 2021",66003,48272,193885,60221,102927,Greece,First
"January 17, 2021",72888,54159,210664,65359,108014,Greece,First
"January 24, 2021",80487,61048,228669,70750,113953,Greece,First
"January 31, 2021",86803,68010,244628,75431,119293,Greece,First
"February 07, 2021",92160,74077,257387,79249,123760,Greece,First
"February 14, 2021",98068,80831,270798,83138,128563,Greece,First
"February 21, 2021",106523,89904,288717,88112,133708,Greece,First
"February 28, 2021",123342,106815,325543,97310,141938,Greece,First
"March 07, 2021",152002,125062,365020,107061,150393,Greece,First
"March 14, 2021",178512,145822,412895,118895,159386,Greece,First
"March 21, 2021",197030,161223,452964,128617,166398,Greece,First
"March 28, 2021",210653,170124,475248,134549,171416,Greece,First
"April 04, 2021",218574,176726,490128,138467,174809,Greece,First
"April 11, 2021",232678,191518,521330,145986,181570,Greece,First
"April 18, 2021",243537,211007,562668,155454,190775,Greece,First
"April 25, 2021",259389,241920,631725,171184,206239,Greece,First
"May 02, 2021",259605,277346,715145,190217,224853,Greece,First
"May 09, 2021",259650,341024,836704,213037,247519,Greece,First
"May 16, 2021",259685,375466,978286,243269,275566,Greece,First
"May 23, 2021",259704,389620,1088600,270389,297460,Greece,First
"May 30, 2021",259717,402572,1262780,303468,323446,Greece,First
"June 06, 2021",259744,403937,1419899,349419,359145,Greece,First
"June 13, 2021",259786,406222,1586984,453232,445238,Greece,First
"June 20, 2021",259897,408387,1698397,572861,577139,Greece,First
"June 27, 2021",259977,410761,1817595,712475,712681,Greece,First
"July 04, 2021",260009,412335,1911890,868827,756307,Greece,First
"July 11, 2021",260027,413280,2021201,984072,793974,Greece,First
"July 18, 2021",260043,414064,2093048,1016360,855545,Greece,First
"July 25, 2021",260085,415611,2116821,1055202,1075211,Greece,First
"August 01, 2021",260140,416848,2135621,1074655,1322217,Greece,First
"August 08, 2021",260214,418287,2154656,1094968,1545365,Greece,First
"August 15, 2021",260254,418838,2164648,1101968,1643487,Greece,First
"August 22, 2021",260272,419208,2170567,1104535,1715330,Greece,First
"August 29, 2021",260273,419574,2175130,1106469,1808287,Greece,First
"September 05, 2021",260273,420169,2182799,1109190,1949068,Greece,First
"September 12, 2021",260273,420718,2190980,1112333,2088715,Greece,First
"September 19, 2021",260276,421046,2197824,1114757,2183860,Greece,First
"September 26, 2021",260278,421861,2206531,1118192,2269445,Greece,First
"October 03, 2021",260278,422095,2214052,1121452,2311597,Greece,First
"October 10, 2021",260278,422515,2223585,1125842,2382014,Greece,First
"October 17, 2021",260278,422973,2234330,1131250,2441147,Greece,First
"October 24, 2021",260279,423254,2244981,1137298,2501862,Greece,First
"October 31, 2021",260280,423667,2260912,1146848,2512728,Greece,First
"November 07, 2021",260281,423812,2281246,1161333,2518693,Greece,First
"November 14, 2021",260281,423817,2283232,1162571,2519103,Greece,First
"November 21, 2021",260281,423818,2283299,1162647,2519207,Greece,First
"November 28, 2021",260281,423818,2283299,1162647,2519207,Greece,First
"December 05, 2021",260281,423818,2283299,1162647,2519207,Greece,First
"December 06, 2020",1674,1384,5988,1948,2032,Hungary,First
"December 13, 2020",6217,4842,20687,6364,6252,Hungary,First
"December 20, 2020",16418,13122,56459,18746,16877,Hungary,First
"December 27, 2020",19573,15247,66241,21474,18866,Hungary,First
"January 03, 2021",22115,17609,76075,24094,21063,Hungary,First
"January 10, 2021",24076,19437,83502,26178,22837,Hungary,First
"January 17, 2021",26062,20985,89327,27836,24608,Hungary,First
"January 24, 2021",27663,22286,94335,29380,26640,Hungary,First
"January 31, 2021",29123,23597,99218,31032,28859,Hungary,First
"February 07, 2021",30383,24938,104228,32628,31193,Hungary,First
"February 14, 2021",31652,26320,109740,34377,33900,Hungary,First
"February 21, 2021",35592,27980,115384,36259,36766,Hungary,First
"February 28, 2021",36980,29586,121706,38546,40460,Hungary,First
"March 07, 2021",39116,31535,129240,41045,44617,Hungary,First
"March 14, 2021",86344,35123,138459,44327,49246,Hungary,First
"March 21, 2021",92306,37318,148059,47694,53577,Hungary,First
"March 28, 2021",96509,38789,154979,50141,56954,Hungary,First
"April 04, 2021",102255,40807,163955,53362,60721,Hungary,First
"April 11, 2021",108220,42684,171203,55834,63209,Hungary,First
"April 18, 2021",115392,44308,178819,58280,65601,Hungary,First
"April 25, 2021",122783,45738,185914,60665,68150,Hungary,First
"May 02, 2021",132301,47493,193898,63207,71006,Hungary,First
"May 09, 2021",143928,49573,202604,65735,73699,Hungary,First
"May 16, 2021",159220,52653,213596,68550,76841,Hungary,First
"May 23, 2021",179647,57470,229412,72567,81023,Hungary,First
"May 30, 2021",199598,63903,251278,78423,86696,Hungary,First
"June 06, 2021",203967,73424,286229,88170,97024,Hungary,First
"June 13, 2021",210212,87281,337350,101868,111227,Hungary,First
"June 20, 2021",215698,102134,393481,116541,125936,Hungary,First
"June 27, 2021",243241,152987,582909,158318,166297,Hungary,First
"July 04, 2021",321789,184891,721242,190537,196749,Hungary,First
"July 11, 2021",321789,214909,856134,219999,219558,Hungary,First
"July 18, 2021",321789,284561,1146127,276517,265204,Hungary,First
"July 25, 2021",321789,302590,1317594,340511,345411,Hungary,First
"August 01, 2021",321789,323093,1511312,406007,427455,Hungary,First
"August 08, 2021",321789,345468,1791625,549115,520883,Hungary,First
"August 15, 2021",321789,353488,1927297,662967,709118,Hungary,First
"August 22, 2021",321789,356931,1965671,691162,969402,Hungary,First
"August 29, 2021",321789,360752,1996530,707977,1167759,Hungary,First
"September 05, 2021",321789,364964,2051980,758681,1398928,Hungary,First
"September 12, 2021",321789,365924,2063923,778250,1689175,Hungary,First
"September 19, 2021",321789,366804,2084186,808804,1897283,Hungary,First
"September 26, 2021",321789,368887,2096873,829920,1957609,Hungary,First
"October 03, 2021",321789,369304,2103123,846151,1993202,Hungary,First
"October 10, 2021",321789,370532,2108302,848539,2030332,Hungary,First
"October 17, 2021",321789,374106,2135389,865672,2071805,Hungary,First
"October 24, 2021",321789,376518,2145662,870354,2076335,Hungary,First
"October 31, 2021",321789,379912,2167611,882584,2089811,Hungary,First
"November 07, 2021",321789,382087,2193459,898232,2106082,Hungary,First
"November 14, 2021",321789,382354,2199235,900974,2108075,Hungary,First
"November 21, 2021",321789,382373,2199882,901252,2108226,Hungary,First
"November 28, 2021",321789,382373,2199882,901252,2108226,Hungary,First
"December 05, 2021",321789,382373,2199882,901252,2108226,Hungary,First
"December 06, 2020",791,268,752,137,112,Republic of Ireland,First
"December 13, 2020",4349,1513,3834,574,574,Republic of Ireland,First
"December 20, 2020",7939,3053,7656,1051,1024,Republic of Ireland,First
"December 27, 2020",11535,4586,11725,1523,1452,Republic of Ireland,First
"January 03, 2021",14323,6216,15625,1890,1814,Republic of Ireland,First
"January 10, 2021",17189,7945,19838,2319,2159,Republic of Ireland,First
"January 17, 2021",21318,9942,24718,2826,2529,Republic of Ireland,First
"January 24, 2021",24985,11994,29477,3362,2936,Republic of Ireland,First
"January 31, 2021",27411,12868,32103,3640,3336,Republic of Ireland,First
"February 07, 2021",29998,13794,34620,3896,3761,Republic of Ireland,First
"February 14, 2021",34095,15817,38177,4187,4025,Republic of Ireland,First
"February 21, 2021",39563,17565,42107,4545,4301,Republic of Ireland,First
"February 28, 2021",46813,19988,46707,4911,4540,Republic of Ireland,First
"March 07, 2021",55325,23063,52948,5403,4876,Republic of Ireland,First
"March 14, 2021",75642,27449,60641,6057,5317,Republic of Ireland,First
"March 21, 2021",123712,33775,71346,6954,5915,Republic of Ireland,First
"March 28, 2021",190451,39703,81109,7756,6519,Republic of Ireland,First
"April 04, 2021",241537,48844,93546,8573,7023,Republic of Ireland,First
"April 11, 2021",277489,79130,119068,10052,7995,Republic of Ireland,First
"April 18, 2021",300917,143216,166708,11616,8984,Republic of Ireland,First
"April 25, 2021",302842,183569,296821,13477,10029,Republic of Ireland,First
"May 02, 2021",304026,194981,413268,15409,11267,Republic of Ireland,First
"May 09, 2021",304822,204948,500113,17448,12704,Republic of Ireland,First
"May 16, 2021",305406,212128,607254,18995,13661,Republic of Ireland,First
"May 23, 2021",305982,218598,698242,20826,14754,Republic of Ireland,First
"May 30, 2021",307156,224024,777751,24024,16279,Republic of Ireland,First
"June 06, 2021",307622,229479,913766,31921,18752,Republic of Ireland,First
"June 13, 2021",308217,235844,1039920,48439,22528,Republic of Ireland,First
"June 20, 2021",308777,242280,1128886,108197,30626,Republic of Ireland,First
"June 27, 2021",309388,247284,1166892,247027,47781,Republic of Ireland,First
"July 04, 2021",309922,251398,1195306,355172,125704,Republic of Ireland,First
"July 11, 2021",310349,255573,1226584,382717,257095,Republic of Ireland,First
"July 18, 2021",310480,259327,1256927,411989,356870,Republic of Ireland,First
"July 25, 2021",311238,261170,1271115,426593,471650,Republic of Ireland,First
"August 01, 2021",311305,261822,1276898,431678,570770,Republic of Ireland,First
"August 08, 2021",311356,264514,1290155,440220,633965,Republic of Ireland,First
"August 15, 2021",311450,268004,1306440,448750,693470,Republic of Ireland,First
"August 22, 2021",311580,271397,1324491,458178,749967,Republic of Ireland,First
"August 29, 2021",311591,271898,1326602,459326,792864,Republic of Ireland,First
"September 05, 2021",311603,274954,1344489,467424,841820,Republic of Ireland,First
"September 12, 2021",311607,277445,1360076,474267,896112,Republic of Ireland,First
"September 19, 2021",311617,280743,1380154,483103,943324,Republic of Ireland,First
